Date,Asset Number,Client,Price,Inspection Type,Task,Start,Finish
2020-03-25,Hervo Obrien 5-74302 3 ton Single Hoist,Ryerson Hervo,"$2,100",Semi-Annual,Ryerson Hervo,2020-03-25,2020-04-01
2020-03-26,CFF 348 Plate number,Westcon,"$2,100",Semi-Annual,Westcon,2020-03-26,2020-04-02
2020-03-26,CEF751 plate number,Westcon,"$2,100",Semi-Annual,Westcon,2020-03-26,2020-04-02
2020-03-26,New crane,Pretium,"$2,100",Semi-Annual,Pretium,2020-03-26,2020-04-02
2020-03-27,4 hoist gantry crane outside,Capitol Steel,"$2,100",Semi-Annual,Capitol Steel,2020-03-27,2020-04-03
2020-03-29,123123,Advance Crane,"$2,100",Semi-Annual,Advance Crane,2020-03-29,2020-04-05
2020-03-30,DC Crane,Amsco,"$2,100",Semi-Annual,Amsco,2020-03-30,2020-04-06
2020-03-30,20 tonne kone,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-30,2020-04-06
2020-03-30,Scrap wheel crane,CP478,"$2,100",Semi-Annual,CP478,2020-03-30,2020-04-06
2020-03-30,10 ton kone,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-30,2020-04-06
2020-03-31,Correa milling machine,Advance Crane,"$2,100",Semi-Annual,Advance Crane,2020-03-31,2020-04-07
2020-03-31,Bay 1 15-Ton Zelus,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-03-31,2020-04-07
2020-04-01,Bay 1 10-Ton Provincial,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-04-01,2020-04-08
2020-04-02,Bay 3 40-Ton Zelus,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-04-02,2020-04-09
2020-04-02,43847,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-02,Ladle crane,Amsco,"$2,100",Semi-Annual,Amsco,2020-04-02,2020-04-09
2020-04-02,West crane,Carlson,"$2,100",Semi-Annual,Carlson,2020-04-02,2020-04-09
2020-04-02,43897,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-02,43898,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-02,Coffing 2-Ton,RNR,"$2,100",Semi-Annual,RNR,2020-04-02,2020-04-09
2020-04-02,43845,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-02,43846,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-02,43849,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-02,Kone 5-Ton 2279-11822,RNR,"$2,100",Semi-Annual,RNR,2020-04-02,2020-04-09
2020-04-02,East crane,Carlson,"$2,100",Semi-Annual,Carlson,2020-04-02,2020-04-09
2020-04-02,43838,Midland,"$2,100",Semi-Annual,Midland,2020-04-02,2020-04-09
2020-04-03,West CM Chain Hoist,Carlson,"$2,100",Semi-Annual,Carlson,2020-04-03,2020-04-10
2020-04-03,North Kito,Carlson,"$2,100",Semi-Annual,Carlson,2020-04-03,2020-04-10
2020-04-03,South Kito,Carlson,"$2,100",Semi-Annual,Carlson,2020-04-03,2020-04-10
2020-04-03,Truck,WestCon,"$2,100",Semi-Annual,WestCon,2020-04-03,2020-04-10
2020-04-06,8132,Beaver Truck,"$2,100",Semi-Annual,Beaver Truck,2020-04-06,2020-04-13
2020-04-06,North east Kaverit,Russel Metals,"$2,100",Semi-Annual,Russel Metals,2020-04-06,2020-04-13
2018-01-12,587981,CP901,"$4,800",Annual,CP901,2018-01-12,2018-01-19
2018-02-08,588011,CP901,"$4,800",Annual,CP901,2018-02-08,2018-02-15
2018-02-28,3509-15,CP901,"$4,800",Annual,CP901,2018-02-28,2018-03-07
2018-02-28,587797,CP901,"$4,800",Annual,CP901,2018-02-28,2018-03-07
2018-02-28,3509-18,CP901,"$4,800",Annual,CP901,2018-02-28,2018-03-07
2018-03-09,15Ton Provincial Yard Crane S#71-5060,CP2195,"$4,800",Annual,CP2195,2018-03-09,2018-03-16
2018-04-03,3509-17,CP901,"$4,800",Annual,CP901,2018-04-03,2018-04-10
2018-04-25,NO ID,CP901,"$4,800",Annual,CP901,2018-04-25,2018-05-02
2018-04-26,3509-20,CP901,"$4,800",Annual,CP901,2018-04-26,2018-05-03
2018-05-11,15Ton Provincial Yard Crane,CP2195,"$4,800",Annual,CP2195,2018-05-11,2018-05-18
2018-06-08,Provincial Yard Crane,CP2195,"$4,800",Annual,CP2195,2018-06-08,2018-06-15
2018-08-08,587736,CP901,"$4,800",Annual,CP901,2018-08-08,2018-08-15
2018-08-08,587767,CP901,"$4,800",Annual,CP901,2018-08-08,2018-08-15
2018-08-10,Jib 21,CP901,"$4,800",Annual,CP901,2018-08-10,2018-08-17
2018-08-10,Jib 22,CP901,"$4,800",Annual,CP901,2018-08-10,2018-08-17
2018-08-10,Jib 24,CP901,"$4,800",Annual,CP901,2018-08-10,2018-08-17
2018-08-10,Jib 25,CP901,"$4,800",Annual,CP901,2018-08-10,2018-08-17
2018-08-10,Jib 29,CP901,"$4,800",Annual,CP901,2018-08-10,2018-08-17
2018-08-11,Jib 18,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,Jib 26,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,Jib 27,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,Jib 28,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,587889,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,587920,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW6 East Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW6 North Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW7 East Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW8 East Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW8 South Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW9 Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW10 Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBW2 East Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBE 10 South Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBE9 West Jib 5,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBE3 Jib 1,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,MBE4 Jib 2,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,3509-14,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,3509-13,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,3509-21,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,3509-19,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,Jib 31,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-08-11,Parts Wash Jib,CP901,"$4,800",Annual,CP901,2018-08-11,2018-08-18
2018-09-29,"1Ton CM CHaon Hoist ""Component Shop""",CP901,"$4,800",Annual,CP901,2018-09-29,2018-10-06
2018-09-29,"Jib ""Parts Washer""",CP901,"$4,800",Annual,CP901,2018-09-29,2018-10-06
2018-10-03,J20,CP901,"$4,800",Annual,CP901,2018-10-03,2018-10-10
2018-10-04,Yard Crane,CP2195,"$4,800",Annual,CP2195,2018-10-04,2018-10-11
2018-12-08,DoAll C-650 saw,AM Castle,"$4,800",Annual,AM Castle,2018-12-08,2018-12-15
2018-12-18,"Amada CTB400 Saw, s.n.40850348",AM Castle,"$4,800",Annual,AM Castle,2018-12-18,2018-12-25
2019-02-08,P&H 25 ton serial: CJ31323. 15t Hoist 1: WTO-1057. 10t Hoist 2: WTO-1056,AM Castle,"$4,800",Annual,AM Castle,2019-02-08,2019-02-15
2019-05-01,Crane serial: CJ31324. Hoist A: WTO-1059. Hoist B: WTO-1058,AM Castle,"$4,800",Annual,AM Castle,2019-05-01,2019-05-08
2019-06-21,7629 Shaw Box Yard Crane,CP478,"$4,800",Annual,CP478,2019-06-21,2019-06-28
2019-08-02,50407702,CP478,"$4,800",Annual,CP478,2019-08-02,2019-08-09
2019-08-15,Truck Maint Jib,CP901,"$4,800",Annual,CP901,2019-08-15,2019-08-22
2019-08-22,50405728,CP478,"$4,800",Annual,CP478,2019-08-22,2019-08-29
2019-09-11,50375822,CP478,"$4,800",Annual,CP478,2019-09-11,2019-09-18
2019-09-11,50560088,CP478,"$4,800",Annual,CP478,2019-09-11,2019-09-18
2019-09-15,50664170,CP478,"$4,800",Annual,CP478,2019-09-15,2019-09-22
2019-09-17,50559806,CP478,"$4,800",Annual,CP478,2019-09-17,2019-09-24
2019-09-17,50405573,CP478,"$4,800",Annual,CP478,2019-09-17,2019-09-24
2019-10-01,Jib 40,CP478,"$4,800",Annual,CP478,2019-10-01,2019-10-08
2019-10-06,Frog Shop,CP478,"$4,800",Annual,CP478,2019-10-06,2019-10-13
2019-10-13,50381056,CP478,"$4,800",Annual,CP478,2019-10-13,2019-10-20
2020-05-20,Hot Crane,Amsted,"$4,800",Annual,Amsted,2020-05-20,2020-05-27
2020-05-26,Yard gantry,Beaver Truck,"$4,800",Annual,Beaver Truck,2020-05-26,2020-06-02
2020-05-26,50407703,CP478,"$4,800",Annual,CP478,2020-05-26,2020-06-02
2020-05-26,50405677,CP478,"$4,800",Annual,CP478,2020-05-26,2020-06-02
2020-05-27,PU-8803,CN150,"$4,800",Annual,CN150,2020-05-27,2020-06-03
2020-05-27,50560090,CP478,"$4,800",Annual,CP478,2020-05-27,2020-06-03
2020-05-27,50560089,CP478,"$4,800",Annual,CP478,2020-05-27,2020-06-03
2020-05-27,50347344,Ancast,"$4,800",Annual,Ancast,2020-05-27,2020-06-03
2020-05-28,50350191,CP478,"$4,800",Annual,CP478,2020-05-28,2020-06-04
2020-05-28,50552962,CP478,"$4,800",Annual,CP478,2020-05-28,2020-06-04
2020-05-29,Lunch room plug,AM Castle,"$4,800",Annual,AM Castle,2020-05-29,2020-06-05
2020-05-29,50347345,Ancast,"$4,800",Annual,Ancast,2020-05-29,2020-06-05
2020-05-30,50366375,CP478,"$4,800",Annual,CP478,2020-05-30,2020-06-06
2020-05-30,Reagent hoist,Cabot Corporation,"$4,800",Annual,Cabot Corporation,2020-05-30,2020-06-06
2020-05-30,50405318,CP478,"$4,800",Annual,CP478,2020-05-30,2020-06-06
2020-05-30,50347456,CP478,"$4,800",Annual,CP478,2020-05-30,2020-06-06
2020-05-30,Munck,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-05-30,2020-06-06
2020-05-30,50556683,CP478,"$4,800",Annual,CP478,2020-05-30,2020-06-06
2020-05-30,50552799,CP478,"$4,800",Annual,CP478,2020-05-30,2020-06-06
2020-06-02,"25 ton P&H

",Carte,"$4,800",Annual,Carte,2020-06-02,2020-06-09
2020-06-03,50350253,CP478,"$4,800",Annual,CP478,2020-06-03,2020-06-10
2020-06-03,50381674,CP478,"$4,800",Annual,CP478,2020-06-03,2020-06-10
2020-06-03,50534932,CP478,"$4,800",Annual,CP478,2020-06-03,2020-06-10
2020-06-03,50514945,CP478,"$4,800",Annual,CP478,2020-06-03,2020-06-10
2020-06-04,25 ton P&H,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-06-04,2020-06-11
2020-06-04,CGC428,"TRMC - Toromont CAT, Brandon MB","$4,800",Annual,"TRMC - Toromont CAT, Brandon MB",2020-06-04,2020-06-11
2020-06-05,50560544,CP478,"$4,800",Annual,CP478,2020-06-05,2020-06-12
2020-06-05,50381033,CP478,"$4,800",Annual,CP478,2020-06-05,2020-06-12
2020-06-06,50350229,CP478,"$4,800",Annual,CP478,2020-06-06,2020-06-13
2020-06-06,Weld booth 4 jib,Carte,"$4,800",Annual,Carte,2020-06-06,2020-06-13
2020-06-09,50350211,CP478,"$4,800",Annual,CP478,2020-06-09,2020-06-16
2020-06-09,50350228,CP478,"$4,800",Annual,CP478,2020-06-09,2020-06-16
2020-06-09,50350249,CP478,"$4,800",Annual,CP478,2020-06-09,2020-06-16
2020-06-10,7.5 ton Demag,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-06-10,2020-06-17
2020-06-10,50628987,CP478,"$4,800",Annual,CP478,2020-06-10,2020-06-17
2020-06-10,York Ennis,Russel metals,"$4,800",Annual,Russel metals,2020-06-10,2020-06-17
2020-06-10,50936808,CP478,"$4,800",Annual,CP478,2020-06-10,2020-06-17
2020-06-11,25 ton munck,CN738,"$4,800",Annual,CN738,2020-06-11,2020-06-18
2020-06-11,High Bay Demag 10-Ton,Carte,"$4,800",Annual,Carte,2020-06-11,2020-06-18
2020-06-11,Minto Armory Vehicle Lift,Black & McDonald Ltd.,"$4,800",Annual,Black & McDonald Ltd.,2020-06-11,2020-06-18
2020-06-11,50561051,0,"$4,800",Annual,0,2020-06-11,2020-06-18
2020-06-11,50407279,CP478,"$4,800",Annual,CP478,2020-06-11,2020-06-18
2020-06-11,50659128,CP478,"$4,800",Annual,CP478,2020-06-11,2020-06-18
2020-06-12,Vehicle lift 7000 lbs,Black & McDonald Ltd.,"$4,800",Annual,Black & McDonald Ltd.,2020-06-12,2020-06-19
2020-06-12,50381691/19,CP478,"$4,800",Annual,CP478,2020-06-12,2020-06-19
2020-06-12,50381691,CP478,"$4,800",Annual,CP478,2020-06-12,2020-06-19
2020-06-13,50407699,CP478,"$4,800",Annual,CP478,2020-06-13,2020-06-20
2020-06-16,West 10 ton Demag,Carte,"$4,800",Annual,Carte,2020-06-16,2020-06-23
2020-06-16,50350190,CP478,"$4,800",Annual,CP478,2020-06-16,2020-06-23
2020-06-16,50659165,CP478,"$4,800",Annual,CP478,2020-06-16,2020-06-23
2020-06-16,50350244,CP478,"$4,800",Annual,CP478,2020-06-16,2020-06-23
2020-06-16,50659105,CP478,"$4,800",Annual,CP478,2020-06-16,2020-06-23
2020-06-16,50628988,CP478,"$4,800",Annual,CP478,2020-06-16,2020-06-23
2020-06-16,50659166,CP478,"$4,800",Annual,CP478,2020-06-16,2020-06-23
2020-06-16,PU-4658,CN150,"$4,800",Annual,CN150,2020-06-16,2020-06-23
2020-06-17,50350189,CP478,"$4,800",Annual,CP478,2020-06-17,2020-06-24
2020-06-18,50782626,CP478,"$4,800",Annual,CP478,2020-06-18,2020-06-25
2020-06-18,50782625,CP478,"$4,800",Annual,CP478,2020-06-18,2020-06-25
2020-06-18,North East Indoor Bridge Crane,Capitol Steel,"$4,800",Annual,Capitol Steel,2020-06-18,2020-06-25
2020-06-18,50810509,CP478,"$4,800",Annual,CP478,2020-06-18,2020-06-25
2020-06-18,50810508,CP478,"$4,800",Annual,CP478,2020-06-18,2020-06-25
2020-06-18,50561053,CP478,"$4,800",Annual,CP478,2020-06-18,2020-06-25
2020-06-18,50381675,CP478,"$4,800",Annual,CP478,2020-06-18,2020-06-25
2020-06-19,P&H crane,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-06-19,2020-06-26
2020-06-20,4536,American Biaxis,"$4,800",Annual,American Biaxis,2020-06-20,2020-06-27
2020-06-20,BP1 Crane 1,American Biaxis,"$4,800",Annual,American Biaxis,2020-06-20,2020-06-27
2020-06-20,BP1 Crane 2,American Biaxis,"$4,800",Annual,American Biaxis,2020-06-20,2020-06-27
2020-06-20,6707,American Biaxis,"$4,800",Annual,American Biaxis,2020-06-20,2020-06-27
2020-06-20,Maintenance Shop Crane,American Biaxis,"$4,800",Annual,American Biaxis,2020-06-20,2020-06-27
2020-06-20,BP2 Crane 1,American Biaxis,"$4,800",Annual,American Biaxis,2020-06-20,2020-06-27
2020-06-20,15-Ton P&H Bridge Crane,AM Castle,"$4,800",Annual,AM Castle,2020-06-20,2020-06-27
2020-06-21,50775210,CP478,"$4,800",Annual,CP478,2020-06-21,2020-06-28
2020-06-21,50782823,CP478,"$4,800",Annual,CP478,2020-06-21,2020-06-28
2020-06-23,L4 hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,L3 hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,L1 hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,M1 air hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,M2 air hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,L2 hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,L11 air hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-23,Yard crane,Russel Metals,"$4,800",Annual,Russel Metals,2020-06-23,2020-06-30
2020-06-23,L10 air hoist,IPCO,"$4,800",Annual,IPCO,2020-06-23,2020-06-30
2020-06-24,South West,Capitol Steel,"$4,800",Annual,Capitol Steel,2020-06-24,2020-07-01
2020-06-25,Drott,CP478,"$4,800",Annual,CP478,2020-06-25,2020-07-02
2020-06-26,Zelus 15-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-06-26,2020-07-03
2020-07-01,Provincial 15-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-07-01,2020-07-08
2020-07-01,Mid Bay Larco 30-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-07-01,2020-07-08
2020-07-01,Bay 3 Larco 30-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-07-01,2020-07-08
2020-07-01,Bay 1 Provincial 10-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-07-01,2020-07-08
2020-07-01,Bay 3 Zelud 40-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-07-01,2020-07-08
2020-07-02,Shop 5 crane,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-02,2020-07-09
2020-07-02,Bridge Crane 3-TOn,Toromont Cat Wpg,"$4,800",Annual,Toromont Cat Wpg,2020-07-02,2020-07-09
2020-07-03,Shear A-1,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,B-4 Laser Jib,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Welding C-2,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Welding jib C-12,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Welding jib C-3,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Mill A-10 Jib,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Welding shop C-5 crane,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Weld shop C-8,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Welding shop jib D-2,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Center building E weld shop,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Maintenance shop jib,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Maintenance shop monorail #3,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Paint shop monorail,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-03,Weld shop jib E-2,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-03,2020-07-10
2020-07-04,Weld Shop Kone 10-Ton,Carte,"$4,800",Annual,Carte,2020-07-04,2020-07-11
2020-07-04,Southeast indoor crane,Capitol Steel,"$4,800",Annual,Capitol Steel,2020-07-04,2020-07-11
2020-07-04,50381257,CP478,"$4,800",Annual,CP478,2020-07-04,2020-07-11
2020-07-07,Welding shop E-3 crane,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-07,2020-07-14
2020-07-07,Welding shop E-4 crane,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-07,2020-07-14
2020-07-07,Assembly crane #14,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-07,2020-07-14
2020-07-07,Welding shop E1 crane,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-07,2020-07-14
2020-07-08,Assembly H-4 crane,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-08,2020-07-15
2020-07-08,5Ton Paint Shop North,Carlson,"$4,800",Annual,Carlson,2020-07-08,2020-07-15
2020-07-08,"25-Ton P&H Bridge Crane, 15-Ton P&H Bridge Crane, Jib",AM Castle,"$4,800",Annual,AM Castle,2020-07-08,2020-07-15
2020-07-09,Bridge Crane CM-2Ton.,New West Metals,"$4,800",Annual,New West Metals,2020-07-09,2020-07-16
2020-07-09,50937846,CP478,"$4,800",Annual,CP478,2020-07-09,2020-07-16
2020-07-09,Paint Dept North Fixed Hoist,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-09,2020-07-16
2020-07-09,Assembly I-1 Jib,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-09,2020-07-16
2020-07-09,"Assembly I-1 crane 15
",Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-09,2020-07-16
2020-07-09,Assembly H-5 crane 12,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-09,2020-07-16
2020-07-09,Bolts and Belting H-6,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-09,2020-07-16
2020-07-09,Electrical H-2 crane 11,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-07-09,2020-07-16
2020-07-13,50350228,CP478,"$4,800",Annual,CP478,2020-07-13,2020-07-20
2020-07-14,50381028,CP478,"$4,800",Annual,CP478,2020-07-14,2020-07-21
2020-07-14,Main Shop Crane #3,Supreme Steel,"$4,800",Annual,Supreme Steel,2020-07-14,2020-07-21
2020-07-15,50350248,CP478,"$4,800",Annual,CP478,2020-07-15,2020-07-22
2020-07-16,Pouring station,Amsted,"$4,800",Annual,Amsted,2020-07-16,2020-07-23
2020-07-16,50381029,CP478,"$4,800",Annual,CP478,2020-07-16,2020-07-23
2020-07-17,50350382,CP478,"$4,800",Annual,CP478,2020-07-17,2020-07-24
2020-07-17,Dynex Jib,Amsted,"$4,800",Annual,Amsted,2020-07-17,2020-07-24
2020-07-17,Monorail #1,Amsted,"$4,800",Annual,Amsted,2020-07-17,2020-07-24
2020-07-17,50350247,CP478,"$4,800",Annual,CP478,2020-07-17,2020-07-24
2020-07-17,50381031,CP478,"$4,800",Annual,CP478,2020-07-17,2020-07-24
2020-07-17,P&H 25-Ton,Carte,"$4,800",Annual,Carte,2020-07-17,2020-07-24
2020-07-17,50935275,CP478,"$4,800",Annual,CP478,2020-07-17,2020-07-24
2020-07-18,50350295,CP478,"$4,800",Annual,CP478,2020-07-18,2020-07-25
2020-07-18,Service for Hwg#1,Amsted,"$4,800",Annual,Amsted,2020-07-18,2020-07-25
2020-07-18,Jib back of pouring station,Amsted,"$4,800",Annual,Amsted,2020-07-18,2020-07-25
2020-07-18,Service crane for hwg#3,Amsted,"$4,800",Annual,Amsted,2020-07-18,2020-07-25
2020-07-18,Service crane for hwg#2,Amsted,"$4,800",Annual,Amsted,2020-07-18,2020-07-25
2020-07-18,"Bertram
",Amsted,"$4,800",Annual,Amsted,2020-07-18,2020-07-25
2020-07-18,50605479,CP478,"$4,800",Annual,CP478,2020-07-18,2020-07-25
2020-07-21,Jib by fused silica spray tanks,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,Monorail #2,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,Tube mixer jib,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,Corebaker jib crane,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,Corebaker crane,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,Stamper entrance,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,Tube crane,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-21,1B Entrance,Amsted,"$4,800",Annual,Amsted,2020-07-21,2020-07-28
2020-07-22,50350390,CP478,"$4,800",Annual,CP478,2020-07-22,2020-07-29
2020-07-22,Behind normalizing furnace,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-22,Monorail #4,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-22,2 Monorail above hubcutters,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-22,2 manual chain hoists on one Monorail above hubcutters,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-22,Between quencher 2 and 5,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-22,50936988,CP478,"$4,800",Annual,CP478,2020-07-22,2020-07-29
2020-07-22,PU-8196,CN150,"$4,800",Annual,CN150,2020-07-22,2020-07-29
2020-07-22,Jib crane @ machinist lathe,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-22,2 ton jib crane middle of machine shop,Amsted,"$4,800",Annual,Amsted,2020-07-22,2020-07-29
2020-07-23,Dynex jib crane pour station,Amsted,"$4,800",Annual,Amsted,2020-07-23,2020-07-30
2020-07-23,R300 Punch Press,Amsco,"$4,800",Annual,Amsco,2020-07-23,2020-07-30
2020-07-23,Kiln crane,Amsted,"$4,800",Annual,Amsted,2020-07-23,2020-07-30
2020-07-23,Scrap Wheel Crane,CP478,"$4,800",Annual,CP478,2020-07-23,2020-07-30
2020-07-23,3-Ton P&H Gantry,AM Castle,"$4,800",Annual,AM Castle,2020-07-23,2020-07-30
2020-07-24,Tundish crane,Ancast,"$4,800",Annual,Ancast,2020-07-24,2020-07-31
2020-07-25,Kiln entrance monorail,Amsted,"$4,800",Annual,Amsted,2020-07-25,2020-08-01
2020-07-25,3-Ton P&H Gantry,AM Castle,"$4,800",Annual,AM Castle,2020-07-25,2020-08-01
2020-07-28,Crane no.6,Monteferro,"$4,800",Annual,Monteferro,2020-07-28,2020-08-04
2020-07-29,WSC3,Supreme Steel,"$4,800",Annual,Supreme Steel,2020-07-29,2020-08-05
2020-07-29,High Bay#5 Abus Crane,Toromont Cat Wpg,"$4,800",Annual,Toromont Cat Wpg,2020-07-29,2020-08-05
2020-07-29,Crane #6,Monteferro,"$4,800",Annual,Monteferro,2020-07-29,2020-08-05
2020-07-29,215-159,Motor Coach Ind.,"$4,800",Annual,Motor Coach Ind.,2020-07-29,2020-08-05
2020-07-29,Bay 3 Zelus 40-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-07-29,2020-08-05
2020-07-31,50514944,CP478,"$4,800",Annual,CP478,2020-07-31,2020-08-07
