Date,Asset Number,Client,Price,Inspection Type,Task,Start,Finish
2019-12-07,#3509-09,CP901,"$1,200",Quarterly,CP901,2019-12-07,2019-12-14
2019-12-07,#3509-08,CP901,"$1,200",Quarterly,CP901,2019-12-07,2019-12-14
2019-12-07,Yard Hoist 7.5-Ton,Peterbilt Manitoba,"$1,200",Quarterly,Peterbilt Manitoba,2019-12-07,2019-12-14
2019-12-07,#J9,CP901,"$1,200",Quarterly,CP901,2019-12-07,2019-12-14
2019-12-07,#J10,CP901,"$1,200",Quarterly,CP901,2019-12-07,2019-12-14
2019-12-07,#J11,CP901,"$1,200",Quarterly,CP901,2019-12-07,2019-12-14
2019-12-07,#J29,CP901,"$1,200",Quarterly,CP901,2019-12-07,2019-12-14
2019-12-08,Crane 2,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-08,2019-12-15
2019-12-08,#J17,CP901,"$1,200",Quarterly,CP901,2019-12-08,2019-12-15
2019-12-08,#J13,CP901,"$1,200",Quarterly,CP901,2019-12-08,2019-12-15
2019-12-08,#J14,CP901,"$1,200",Quarterly,CP901,2019-12-08,2019-12-15
2019-12-08,#J15,CP901,"$1,200",Quarterly,CP901,2019-12-08,2019-12-15
2019-12-08,#J12,CP901,"$1,200",Quarterly,CP901,2019-12-08,2019-12-15
2019-12-09,PU-8194,CN150,"$1,200",Quarterly,CN150,2019-12-09,2019-12-16
2019-12-11,50250248,CP478,"$1,200",Quarterly,CP478,2019-12-11,2019-12-18
2019-12-12,CRN-G572,Zelus,"$1,200",Quarterly,Zelus,2019-12-12,2019-12-19
2019-12-13,#J2 CM 1500lb,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J3,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J4,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J5,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J1,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,Crane 7-8,TRMT - Toromont CAT,"$1,200",Quarterly,TRMT - Toromont CAT,2019-12-13,2019-12-20
2019-12-13,Munck 5-Ton,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2019-12-13,2019-12-20
2019-12-13,#J7,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J8,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#3509-13,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J6,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#3509-06,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#3509-07,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#3509-10,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J16,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J23 DECOMISSIONED,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-13,#J30,CP901,"$1,200",Quarterly,CP901,2019-12-13,2019-12-20
2019-12-14,Crane #2,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-14,2019-12-21
2019-12-14,#3509-15,CP901,"$1,200",Quarterly,CP901,2019-12-14,2019-12-21
2019-12-14,#3509-14,CP901,"$1,200",Quarterly,CP901,2019-12-14,2019-12-21
2019-12-15,Standard Transmission Line Vulcan 1/4-Ton,Westrans Wpg,"$1,200",Quarterly,Westrans Wpg,2019-12-15,2019-12-22
2019-12-16,Ladel crane,Amsco,"$1,200",Quarterly,Amsco,2019-12-16,2019-12-23
2019-12-18,Jib 32,CP901,"$1,200",Quarterly,CP901,2019-12-18,2019-12-25
2019-12-18,#3509-18,CP901,"$1,200",Quarterly,CP901,2019-12-18,2019-12-25
2019-12-18,#3509-20,CP901,"$1,200",Quarterly,CP901,2019-12-18,2019-12-25
2019-12-18,#3509-21,CP901,"$1,200",Quarterly,CP901,2019-12-18,2019-12-25
2019-12-18,#3509-19,CP901,"$1,200",Quarterly,CP901,2019-12-18,2019-12-25
2019-12-18,#J31,CP901,"$1,200",Quarterly,CP901,2019-12-18,2019-12-25
2019-12-19,#3509-16,CP901,"$1,200",Quarterly,CP901,2019-12-19,2019-12-26
2019-12-21,South shop,Ryerson Hervo,"$1,200",Quarterly,Ryerson Hervo,2019-12-21,2019-12-28
2019-12-21,South shop crane,Ryerson Hervo,"$1,200",Quarterly,Ryerson Hervo,2019-12-21,2019-12-28
2019-12-25,Inside crane 5 ton,Peterbilt,"$1,200",Quarterly,Peterbilt,2019-12-25,2020-01-01
2019-12-25,Outside crane,Peterbilt,"$1,200",Quarterly,Peterbilt,2019-12-25,2020-01-01
2019-12-26,7980,CP478,"$1,200",Quarterly,CP478,2019-12-26,2020-01-02
2019-12-27,Weld booth 12/13,Carte,"$1,200",Quarterly,Carte,2019-12-27,2020-01-03
2019-12-27,Scrap Crane,Amsco,"$1,200",Quarterly,Amsco,2019-12-27,2020-01-03
2019-12-27,Crane 1,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-27,2020-01-03
2019-12-27,Crane 5,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-27,2020-01-03
2019-12-27,Crane 3,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-27,2020-01-03
2019-12-27,Crane 4,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-27,2020-01-03
2019-12-27,Crane 6,Monteferro,"$1,200",Quarterly,Monteferro,2019-12-27,2020-01-03
2019-12-27,Spanco Jib 2-Ton,Toromont Cat Wpg,"$1,200",Quarterly,Toromont Cat Wpg,2019-12-27,2020-01-03
2019-12-27,No Bake Crane,Amsco,"$1,200",Quarterly,Amsco,2019-12-27,2020-01-03
2019-12-27,Zelus 7.5 ton aux and 12.5 ton main,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2019-12-27,2020-01-03
2019-12-27,Bay 1 Zelus 15-Ton,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2019-12-27,2020-01-03
2019-12-28,Bay 1 Provincial 15-Ton,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2019-12-28,2020-01-04
2019-12-28,Bay 4/5 Truck Shop Crane,Toromont Cat Wpg,"$1,200",Quarterly,Toromont Cat Wpg,2019-12-28,2020-01-04
2019-12-28,"Zelus 40 ton in bay 3 , Larco 30 ton in bay 2 and Larco 30 ton in bay 3",Samuel Coil,"$1,200",Quarterly,Samuel Coil,2019-12-28,2020-01-04
2019-12-29,"3509-11,3909-12 and 3509-17",CP901,"$1,200",Quarterly,CP901,2019-12-29,2020-01-05
2019-12-29,"3509-11 , 3509-12 , and 3509-17",CP901,"$1,200",Quarterly,CP901,2019-12-29,2020-01-05
2019-12-29,Zelus 40t,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2019-12-29,2020-01-05
2019-12-30,Provincial 10 ton,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2019-12-30,2020-01-06
2020-01-02,40 ton zelus,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2020-01-02,2020-01-09
2020-01-02,40 t zelus,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2020-01-02,2020-01-09
2020-01-02,East Yard Crane,Capitol Steel,"$1,200",Quarterly,Capitol Steel,2020-01-02,2020-01-09
2020-01-04,Yard crane 15 ton,CP2195,"$1,200",Quarterly,CP2195,2020-01-04,2020-01-11
2020-01-04,Quincey compressor,Capitol Steel,"$1,200",Quarterly,Capitol Steel,2020-01-04,2020-01-11
2020-01-08,Crane no. 4,Supreme Steel,"$1,200",Quarterly,Supreme Steel,2020-01-08,2020-01-15
2020-01-08,50775209,CP478,"$1,200",Quarterly,CP478,2020-01-08,2020-01-15
2020-01-08,Bay 2 30-Ton Larco,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2020-01-08,2020-01-15
2020-01-15,Demag crane,Buhler Trading Inc.,"$1,200",Quarterly,Buhler Trading Inc.,2020-01-15,2020-01-22
2020-01-17,5 ton munck,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-17,2020-01-24
2020-01-17,Sheet grabber,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-17,2020-01-24
2020-01-17,7.5 ton demag middle bay,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-17,2020-01-24
2020-01-18,Sheet grab/#3,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-18,2020-01-25
2020-01-19,10 ton (east),Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-19,2020-01-26
2020-01-19,7.5 ton kito outside crane,Peterbilt Manitoba,"$1,200",Quarterly,Peterbilt Manitoba,2020-01-19,2020-01-26
2020-01-19,Sheet grab #4,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-19,2020-01-26
2020-01-19,Large grabber,Ryerson Wilson Pl.,"$1,200",Quarterly,Ryerson Wilson Pl.,2020-01-19,2020-01-26
2020-01-19,Wheel shop 2 new monorails,CN150,"$1,200",Quarterly,CN150,2020-01-19,2020-01-26
2020-01-20,Na,Carte,"$1,200",Quarterly,Carte,2020-01-20,2020-01-27
2020-01-22,Bay 3&4 Bridge Crane,Toromont Cat Wpg,"$1,200",Quarterly,Toromont Cat Wpg,2020-01-22,2020-01-29
2020-01-22,15-Ton Demag,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-22,2020-01-29
2020-01-22,Outdoor Gantry Crane,Peterbuilt,"$1,200",Quarterly,Peterbuilt,2020-01-22,2020-01-29
2020-01-22,Bay 5,Vidir Machine Inc.,"$1,200",Quarterly,Vidir Machine Inc.,2020-01-22,2020-01-29
2020-01-22,25-Ton P&H K-Force,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-22,2020-01-29
2020-01-23,10-Ton Kone,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-23,2020-01-30
2020-01-23,P&H 30-Ton Bridge Crane,AM Castle,"$1,200",Quarterly,AM Castle,2020-01-23,2020-01-30
2020-01-23,25-Ton Stahl,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-23,2020-01-30
2020-01-23,"1-Ton Budgit Chain Hoist, Transmission Line",Westrans Wpg,"$1,200",Quarterly,Westrans Wpg,2020-01-23,2020-01-30
2020-01-24,6-Ton P&H Gantry Crane,AM Castle,"$1,200",Quarterly,AM Castle,2020-01-24,2020-01-31
2020-01-24,20-Ton Kone,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-24,2020-01-31
2020-01-24,Hervo Kone CA11013415,Ryerson Hervo,"$1,200",Quarterly,Ryerson Hervo,2020-01-24,2020-01-31
2020-01-24,Lower North Jib,AM Castle,"$1,200",Quarterly,AM Castle,2020-01-24,2020-01-31
2020-01-24,South Jib,AM Castle,"$1,200",Quarterly,AM Castle,2020-01-24,2020-01-31
2020-01-24,Upper North Jib,AM Castle,"$1,200",Quarterly,AM Castle,2020-01-24,2020-01-31
2020-01-24,Hervo Obrien 5-74301 Loading Double Hoist,Ryerson Hervo,"$1,200",Quarterly,Ryerson Hervo,2020-01-24,2020-01-31
2020-01-24,25-Ton Kone,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-24,2020-01-31
2020-01-24,Hervo Obrien 5-74302 3 ton Single Hoist,Ryerson Hervo,"$1,200",Quarterly,Ryerson Hervo,2020-01-24,2020-01-31
2020-01-25,CFF 348 Plate number,Westcon,"$1,200",Quarterly,Westcon,2020-01-25,2020-02-01
2020-01-25,CEF751 plate number,Westcon,"$1,200",Quarterly,Westcon,2020-01-25,2020-02-01
2020-01-25,New crane,Pretium,"$1,200",Quarterly,Pretium,2020-01-25,2020-02-01
2020-01-26,4 hoist gantry crane outside,Capitol Steel,"$1,200",Quarterly,Capitol Steel,2020-01-26,2020-02-02
2020-01-28,123123,Advance Crane,"$1,200",Quarterly,Advance Crane,2020-01-28,2020-02-04
2020-01-29,DC Crane,Amsco,"$1,200",Quarterly,Amsco,2020-01-29,2020-02-05
2020-01-29,20 tonne kone,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-29,2020-02-05
2020-01-29,Scrap wheel crane,CP478,"$1,200",Quarterly,CP478,2020-01-29,2020-02-05
2020-01-29,10 ton kone,Cascadia Metals Ltd.,"$1,200",Quarterly,Cascadia Metals Ltd.,2020-01-29,2020-02-05
2020-01-30,Correa milling machine,Advance Crane,"$1,200",Quarterly,Advance Crane,2020-01-30,2020-02-06
2020-01-30,Bay 1 15-Ton Zelus,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2020-01-30,2020-02-06
2020-01-31,Bay 1 10-Ton Provincial,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2020-01-31,2020-02-07
2020-02-01,Bay 3 40-Ton Zelus,Samuel Coil,"$1,200",Quarterly,Samuel Coil,2020-02-01,2020-02-08
2020-02-01,43847,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-01,Ladle crane,Amsco,"$1,200",Quarterly,Amsco,2020-02-01,2020-02-08
2020-02-01,West crane,Carlson,"$1,200",Quarterly,Carlson,2020-02-01,2020-02-08
2020-02-01,43897,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-01,43898,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-01,Coffing 2-Ton,RNR,"$1,200",Quarterly,RNR,2020-02-01,2020-02-08
2020-02-01,43845,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-01,43846,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-01,43849,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-01,Kone 5-Ton 2279-11822,RNR,"$1,200",Quarterly,RNR,2020-02-01,2020-02-08
2020-02-01,East crane,Carlson,"$1,200",Quarterly,Carlson,2020-02-01,2020-02-08
2020-02-01,43838,Midland,"$1,200",Quarterly,Midland,2020-02-01,2020-02-08
2020-02-02,West CM Chain Hoist,Carlson,"$1,200",Quarterly,Carlson,2020-02-02,2020-02-09
2020-02-02,North Kito,Carlson,"$1,200",Quarterly,Carlson,2020-02-02,2020-02-09
2020-02-02,South Kito,Carlson,"$1,200",Quarterly,Carlson,2020-02-02,2020-02-09
2020-02-02,Truck,WestCon,"$1,200",Quarterly,WestCon,2020-02-02,2020-02-09
2020-02-05,8132,Beaver Truck,"$1,200",Quarterly,Beaver Truck,2020-02-05,2020-02-12
2020-02-05,North east Kaverit,Russel Metals,"$1,200",Quarterly,Russel Metals,2020-02-05,2020-02-12
2017-07-13,587981,CP901,"$2,100",Semi-Annual,CP901,2017-07-13,2017-07-20
2017-08-09,588011,CP901,"$2,100",Semi-Annual,CP901,2017-08-09,2017-08-16
2017-08-29,3509-15,CP901,"$2,100",Semi-Annual,CP901,2017-08-29,2017-09-05
2017-08-29,587797,CP901,"$2,100",Semi-Annual,CP901,2017-08-29,2017-09-05
2017-08-29,3509-18,CP901,"$2,100",Semi-Annual,CP901,2017-08-29,2017-09-05
2017-09-07,15Ton Provincial Yard Crane S#71-5060,CP2195,"$2,100",Semi-Annual,CP2195,2017-09-07,2017-09-14
2017-10-02,3509-17,CP901,"$2,100",Semi-Annual,CP901,2017-10-02,2017-10-09
2017-10-24,NO ID,CP901,"$2,100",Semi-Annual,CP901,2017-10-24,2017-10-31
2017-10-25,3509-20,CP901,"$2,100",Semi-Annual,CP901,2017-10-25,2017-11-01
2017-11-09,15Ton Provincial Yard Crane,CP2195,"$2,100",Semi-Annual,CP2195,2017-11-09,2017-11-16
2017-12-07,Provincial Yard Crane,CP2195,"$2,100",Semi-Annual,CP2195,2017-12-07,2017-12-14
2018-02-06,587736,CP901,"$2,100",Semi-Annual,CP901,2018-02-06,2018-02-13
2018-02-06,587767,CP901,"$2,100",Semi-Annual,CP901,2018-02-06,2018-02-13
2018-02-08,Jib 21,CP901,"$2,100",Semi-Annual,CP901,2018-02-08,2018-02-15
2018-02-08,Jib 22,CP901,"$2,100",Semi-Annual,CP901,2018-02-08,2018-02-15
2018-02-08,Jib 24,CP901,"$2,100",Semi-Annual,CP901,2018-02-08,2018-02-15
2018-02-08,Jib 25,CP901,"$2,100",Semi-Annual,CP901,2018-02-08,2018-02-15
2018-02-08,Jib 29,CP901,"$2,100",Semi-Annual,CP901,2018-02-08,2018-02-15
2018-02-09,Jib 18,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,Jib 26,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,Jib 27,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,Jib 28,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,587889,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,587920,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW6 East Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW6 North Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW7 East Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW8 East Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW8 South Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW9 Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW10 Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBW2 East Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBE 10 South Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBE9 West Jib 5,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBE3 Jib 1,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,MBE4 Jib 2,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,3509-14,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,3509-13,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,3509-21,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,3509-19,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,Jib 31,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-02-09,Parts Wash Jib,CP901,"$2,100",Semi-Annual,CP901,2018-02-09,2018-02-16
2018-03-30,"1Ton CM CHaon Hoist ""Component Shop""",CP901,"$2,100",Semi-Annual,CP901,2018-03-30,2018-04-06
2018-03-30,"Jib ""Parts Washer""",CP901,"$2,100",Semi-Annual,CP901,2018-03-30,2018-04-06
2018-04-03,J20,CP901,"$2,100",Semi-Annual,CP901,2018-04-03,2018-04-10
2018-04-04,Yard Crane,CP2195,"$2,100",Semi-Annual,CP2195,2018-04-04,2018-04-11
2018-06-08,DoAll C-650 saw,AM Castle,"$2,100",Semi-Annual,AM Castle,2018-06-08,2018-06-15
2018-06-18,"Amada CTB400 Saw, s.n.40850348",AM Castle,"$2,100",Semi-Annual,AM Castle,2018-06-18,2018-06-25
2018-08-09,P&H 25 ton serial: CJ31323. 15t Hoist 1: WTO-1057. 10t Hoist 2: WTO-1056,AM Castle,"$2,100",Semi-Annual,AM Castle,2018-08-09,2018-08-16
2018-10-30,Crane serial: CJ31324. Hoist A: WTO-1059. Hoist B: WTO-1058,AM Castle,"$2,100",Semi-Annual,AM Castle,2018-10-30,2018-11-06
2018-12-20,7629 Shaw Box Yard Crane,CP478,"$2,100",Semi-Annual,CP478,2018-12-20,2018-12-27
2019-01-31,50407702,CP478,"$2,100",Semi-Annual,CP478,2019-01-31,2019-02-07
2019-02-13,Truck Maint Jib,CP901,"$2,100",Semi-Annual,CP901,2019-02-13,2019-02-20
2019-02-20,50405728,CP478,"$2,100",Semi-Annual,CP478,2019-02-20,2019-02-27
2019-03-12,50375822,CP478,"$2,100",Semi-Annual,CP478,2019-03-12,2019-03-19
2019-03-12,50560088,CP478,"$2,100",Semi-Annual,CP478,2019-03-12,2019-03-19
2019-03-16,50664170,CP478,"$2,100",Semi-Annual,CP478,2019-03-16,2019-03-23
2019-03-18,50559806,CP478,"$2,100",Semi-Annual,CP478,2019-03-18,2019-03-25
2019-03-18,50405573,CP478,"$2,100",Semi-Annual,CP478,2019-03-18,2019-03-25
2019-04-01,Jib 40,CP478,"$2,100",Semi-Annual,CP478,2019-04-01,2019-04-08
2019-04-06,Frog Shop,CP478,"$2,100",Semi-Annual,CP478,2019-04-06,2019-04-13
2019-04-13,50381056,CP478,"$2,100",Semi-Annual,CP478,2019-04-13,2019-04-20
2019-11-19,Hot Crane,Amsted,"$2,100",Semi-Annual,Amsted,2019-11-19,2019-11-26
2019-11-25,Yard gantry,Beaver Truck,"$2,100",Semi-Annual,Beaver Truck,2019-11-25,2019-12-02
2019-11-25,50407703,CP478,"$2,100",Semi-Annual,CP478,2019-11-25,2019-12-02
2019-11-25,50405677,CP478,"$2,100",Semi-Annual,CP478,2019-11-25,2019-12-02
2019-11-26,PU-8803,CN150,"$2,100",Semi-Annual,CN150,2019-11-26,2019-12-03
2019-11-26,50560090,CP478,"$2,100",Semi-Annual,CP478,2019-11-26,2019-12-03
2019-11-26,50560089,CP478,"$2,100",Semi-Annual,CP478,2019-11-26,2019-12-03
2019-11-26,50347344,Ancast,"$2,100",Semi-Annual,Ancast,2019-11-26,2019-12-03
2019-11-27,50350191,CP478,"$2,100",Semi-Annual,CP478,2019-11-27,2019-12-04
2019-11-27,50552962,CP478,"$2,100",Semi-Annual,CP478,2019-11-27,2019-12-04
2019-11-28,Lunch room plug,AM Castle,"$2,100",Semi-Annual,AM Castle,2019-11-28,2019-12-05
2019-11-28,50347345,Ancast,"$2,100",Semi-Annual,Ancast,2019-11-28,2019-12-05
2019-11-29,50366375,CP478,"$2,100",Semi-Annual,CP478,2019-11-29,2019-12-06
2019-11-29,Reagent hoist,Cabot Corporation,"$2,100",Semi-Annual,Cabot Corporation,2019-11-29,2019-12-06
2019-11-29,50405318,CP478,"$2,100",Semi-Annual,CP478,2019-11-29,2019-12-06
2019-11-29,50347456,CP478,"$2,100",Semi-Annual,CP478,2019-11-29,2019-12-06
2019-11-29,Munck,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2019-11-29,2019-12-06
2019-11-29,50556683,CP478,"$2,100",Semi-Annual,CP478,2019-11-29,2019-12-06
2019-11-29,50552799,CP478,"$2,100",Semi-Annual,CP478,2019-11-29,2019-12-06
2019-12-02,"25 ton P&H

",Carte,"$2,100",Semi-Annual,Carte,2019-12-02,2019-12-09
2019-12-03,50350253,CP478,"$2,100",Semi-Annual,CP478,2019-12-03,2019-12-10
2019-12-03,50381674,CP478,"$2,100",Semi-Annual,CP478,2019-12-03,2019-12-10
2019-12-03,50534932,CP478,"$2,100",Semi-Annual,CP478,2019-12-03,2019-12-10
2019-12-03,50514945,CP478,"$2,100",Semi-Annual,CP478,2019-12-03,2019-12-10
2019-12-04,25 ton P&H,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2019-12-04,2019-12-11
2019-12-04,CGC428,"TRMC - Toromont CAT, Brandon MB","$2,100",Semi-Annual,"TRMC - Toromont CAT, Brandon MB",2019-12-04,2019-12-11
2019-12-05,50560544,CP478,"$2,100",Semi-Annual,CP478,2019-12-05,2019-12-12
2019-12-05,50381033,CP478,"$2,100",Semi-Annual,CP478,2019-12-05,2019-12-12
2019-12-06,50350229,CP478,"$2,100",Semi-Annual,CP478,2019-12-06,2019-12-13
2019-12-06,Weld booth 4 jib,Carte,"$2,100",Semi-Annual,Carte,2019-12-06,2019-12-13
2019-12-09,50350211,CP478,"$2,100",Semi-Annual,CP478,2019-12-09,2019-12-16
2019-12-09,50350228,CP478,"$2,100",Semi-Annual,CP478,2019-12-09,2019-12-16
2019-12-09,50350249,CP478,"$2,100",Semi-Annual,CP478,2019-12-09,2019-12-16
2019-12-10,7.5 ton Demag,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2019-12-10,2019-12-17
2019-12-10,50628987,CP478,"$2,100",Semi-Annual,CP478,2019-12-10,2019-12-17
2019-12-10,York Ennis,Russel metals,"$2,100",Semi-Annual,Russel metals,2019-12-10,2019-12-17
2019-12-10,50936808,CP478,"$2,100",Semi-Annual,CP478,2019-12-10,2019-12-17
2019-12-11,25 ton munck,CN738,"$2,100",Semi-Annual,CN738,2019-12-11,2019-12-18
2019-12-11,High Bay Demag 10-Ton,Carte,"$2,100",Semi-Annual,Carte,2019-12-11,2019-12-18
2019-12-11,Minto Armory Vehicle Lift,Black & McDonald Ltd.,"$2,100",Semi-Annual,Black & McDonald Ltd.,2019-12-11,2019-12-18
2019-12-11,50561051,0,"$2,100",Semi-Annual,0,2019-12-11,2019-12-18
2019-12-11,50407279,CP478,"$2,100",Semi-Annual,CP478,2019-12-11,2019-12-18
2019-12-11,50659128,CP478,"$2,100",Semi-Annual,CP478,2019-12-11,2019-12-18
2019-12-12,Vehicle lift 7000 lbs,Black & McDonald Ltd.,"$2,100",Semi-Annual,Black & McDonald Ltd.,2019-12-12,2019-12-19
2019-12-12,50381691/19,CP478,"$2,100",Semi-Annual,CP478,2019-12-12,2019-12-19
2019-12-12,50381691,CP478,"$2,100",Semi-Annual,CP478,2019-12-12,2019-12-19
2019-12-13,50407699,CP478,"$2,100",Semi-Annual,CP478,2019-12-13,2019-12-20
2019-12-16,West 10 ton Demag,Carte,"$2,100",Semi-Annual,Carte,2019-12-16,2019-12-23
2019-12-16,50350190,CP478,"$2,100",Semi-Annual,CP478,2019-12-16,2019-12-23
2019-12-16,50659165,CP478,"$2,100",Semi-Annual,CP478,2019-12-16,2019-12-23
2019-12-16,50350244,CP478,"$2,100",Semi-Annual,CP478,2019-12-16,2019-12-23
2019-12-16,50659105,CP478,"$2,100",Semi-Annual,CP478,2019-12-16,2019-12-23
2019-12-16,50628988,CP478,"$2,100",Semi-Annual,CP478,2019-12-16,2019-12-23
2019-12-16,50659166,CP478,"$2,100",Semi-Annual,CP478,2019-12-16,2019-12-23
2019-12-16,PU-4658,CN150,"$2,100",Semi-Annual,CN150,2019-12-16,2019-12-23
2019-12-17,50350189,CP478,"$2,100",Semi-Annual,CP478,2019-12-17,2019-12-24
2019-12-18,50782626,CP478,"$2,100",Semi-Annual,CP478,2019-12-18,2019-12-25
2019-12-18,50782625,CP478,"$2,100",Semi-Annual,CP478,2019-12-18,2019-12-25
2019-12-18,North East Indoor Bridge Crane,Capitol Steel,"$2,100",Semi-Annual,Capitol Steel,2019-12-18,2019-12-25
2019-12-18,50810509,CP478,"$2,100",Semi-Annual,CP478,2019-12-18,2019-12-25
2019-12-18,50810508,CP478,"$2,100",Semi-Annual,CP478,2019-12-18,2019-12-25
2019-12-18,50561053,CP478,"$2,100",Semi-Annual,CP478,2019-12-18,2019-12-25
